URL,UUID4,ToposText_ID,Place_Name,Place_Type,Reference,Book,Chapter,Paragraph,Lat,Long,Text
https://topostext.org/work/732,7fc990d4-72bd-4037-80e1-0b34fc347315,https://topostext.org/place/362362PAnt,Antioch,['place'],urn:cts:greekLit:tlg2018.tlg002:6.11.4,6,11,4,36.2,36.165,"§ 6.11.4  Narcissus salutes you, who held the episcopate here before me, and is now associated with me in prayers, being one hundred and sixteen years of age; and he exhorts you, as I do, to be of one mind. These things took place in this manner. But, on the death of Serapion, Asclepiades, who had been himself distinguished among the confessors during the persecution, succeeded to the episcopate of the church at Antioch. Alexander alludes to his appointment, writing thus to the church at Antioch: "
https://topostext.org/work/732,8cd80134-b7eb-4882-a5e6-f6432b7da9c0,https://topostext.org/place/362362PAnt,Antioch,['place'],urn:cts:greekLit:tlg2018.tlg002:6.11.4,6,11,4,36.2,36.165,"§ 6.11.4  Narcissus salutes you, who held the episcopate here before me, and is now associated with me in prayers, being one hundred and sixteen years of age; and he exhorts you, as I do, to be of one mind. These things took place in this manner. But, on the death of Serapion, Asclepiades, who had been himself distinguished among the confessors during the persecution, succeeded to the episcopate of the church at Antioch. Alexander alludes to his appointment, writing thus to the church at Antioch: "
https://topostext.org/work/732,18e59974-a0fb-432e-9022-bdbaad5d12b7,https://topostext.org/place/362362PAnt,Antioch,['place'],urn:cts:greekLit:tlg2018.tlg002:6.11.5,6,11,5,36.2,36.165,"§ 6.11.5  Alexander, a servant and prisoner of Jesus Christ, to the blessed church of Antioch, greeting in the Lord. The Lord has made my bonds during the time of my imprisonment light and easy, since I learned that, by the Divine Providence, Asclepiades, who in regard to the true faith is eminently qualified, has undertaken the bishopric of your holy church at Antioch. "
https://topostext.org/work/732,57d02d99-e72a-4aa5-9539-0145bd44084f,https://topostext.org/place/362362PAnt,Antioch,['place'],urn:cts:greekLit:tlg2018.tlg002:6.11.5,6,11,5,36.2,36.165,"§ 6.11.5  Alexander, a servant and prisoner of Jesus Christ, to the blessed church of Antioch, greeting in the Lord. The Lord has made my bonds during the time of my imprisonment light and easy, since I learned that, by the Divine Providence, Asclepiades, who in regard to the true faith is eminently qualified, has undertaken the bishopric of your holy church at Antioch. "
https://topostext.org/work/732,f87392a0-c121-46b2-9a16-0f3e8e44aa8c,https://topostext.org/place/364359URho,Rhosus,['place'],urn:cts:greekLit:tlg2018.tlg002:6.12.2,6,12,2,36.413,35.883,"§ 6.12.2  He wrote this last to refute the falsehoods which that Gospel contained, on account of some in the parish of Rhosus who had been led astray by it into heterodox notions. It may be well to give some brief extracts from his work, showing his opinion of the book. He writes as follows: "
https://topostext.org/work/732,6cd20316-2e7d-4f63-ad75-c0cbb10688bb,https://topostext.org/place/419125PRom,Rome,['place'],urn:cts:greekLit:tlg2018.tlg002:6.14.6,6,14,6,41.891,12.486,"§ 6.14.6  The Gospels containing the genealogies, he says, were written first. The Gospel according to Mark had this occasion. As Peter had preached the Word publicly at Rome, and declared the Gospel by the Spirit, many who were present requested that Mark, who had followed him for a long time and remembered his sayings, should write them out. And having composed the Gospel he gave it to those who had requested it. "
https://topostext.org/work/732,51bcbc6f-62de-48db-8777-fac69e652393,https://topostext.org/place/419125PRom,Rome,['place'],urn:cts:greekLit:tlg2018.tlg002:6.14.10,6,14,10,41.891,12.486,"§ 6.14.10  So much for these matters. But Adamantius, — for this also was a name of Origen — when Zephyrinus was bishop of Rome, visited Rome, desiring, as he himself somewhere says, to see the most ancient church of Rome. "
https://topostext.org/work/732,b1d4c249-78f0-45f8-b111-0ea4d71db436,https://topostext.org/place/419125PRom,Rome,['place'],urn:cts:greekLit:tlg2018.tlg002:6.14.10,6,14,10,41.891,12.486,"§ 6.14.10  So much for these matters. But Adamantius, — for this also was a name of Origen — when Zephyrinus was bishop of Rome, visited Rome, desiring, as he himself somewhere says, to see the most ancient church of Rome. "
https://topostext.org/work/732,41e17a67-51e4-4451-a0ec-5b3f1f63dd10,https://topostext.org/place/419125PRom,Rome,['place'],urn:cts:greekLit:tlg2018.tlg002:6.14.10,6,14,10,41.891,12.486,"§ 6.14.10  So much for these matters. But Adamantius, — for this also was a name of Origen — when Zephyrinus was bishop of Rome, visited Rome, desiring, as he himself somewhere says, to see the most ancient church of Rome. "
https://topostext.org/work/732,abb0171a-f808-4a12-bb72-314ebfc1f936,https://topostext.org/place/312299PAle,Alexandria,['place'],urn:cts:greekLit:tlg2018.tlg002:6.14.11,6,14,11,31.182,29.897,"§ 6.14.11  After a short stay there he returned to Alexandria. And he performed the duties of catechetical instruction there with great zeal; Demetrius, who was bishop there at that time, urging and even entreating him to work diligently for the benefit of the brethren. "
