title,uri,type,representative_latitude,representative_longitude,location_precision,
"Saturnus Balcaranensis, T.",https://pleiades.stoa.org/places/315145,sanctuary,36.713866,10.315167,precise,
Pagus Assalitanus,https://pleiades.stoa.org/places/315102,sanctuary,36.412262,9.342684,precise,
Sidi-Mechrig,https://pleiades.stoa.org/places/315166,temple,37.159408,9.118354,precise,
Ras-el-Koran,https://pleiades.stoa.org/places/315126,cemetery,37.334898,9.667411,precise,
Yortan,https://pleiades.stoa.org/places/389046314,cemetery,39.180284,27.833835,precise,
Santuario di Pyrgi,https://pleiades.stoa.org/places/389050484,sanctuary,42.015180144405800,11.96371927350930,precise,
Pyramid of Amenemhat III,https://pleiades.stoa.org/places/389338583,tomb,29.2738549,30.8984609,precise,
I Morroni,https://pleiades.stoa.org/places/380606286,tomb,42.0028733,13.6213035,precise,
Tomb of Horemheb (KV57),https://pleiades.stoa.org/places/380628162,tomb,25.7400367,32.6008619,precise,
Abbazia di Santa Maria di Falleri,https://pleiades.stoa.org/places/380284185,abbey,42.30020093173910,12.356145695522300,precise,
Kastros,https://pleiades.stoa.org/places/387776804,cemetery,35.338246,33.174817,precise,
Capitolium of Cosa,https://pleiades.stoa.org/places/387686949,temple-2,42.41094416860560,11.28645223666900,precise,
"Honos et Virtus, Aedes",https://pleiades.stoa.org/places/387810362,temple-2,41.891775,12.486137,rough,
Ehursagtilla,https://pleiades.stoa.org/places/386664298,temple-2,32.530635,44.426566,precise,
Kothon,https://pleiades.stoa.org/places/386176625,sanctuary,37.864674,12.465828,precise,
Tomba del Timpano,https://pleiades.stoa.org/places/386155228,tomb,37.3830326,14.6652855,precise,
Mu-Sharet Burial Ground,https://pleiades.stoa.org/places/386373213,cemetery,45.6952926,44.6169895,precise,
Valley of the Kings,https://pleiades.stoa.org/places/384697574,cemetery,25.7378571,32.6007001,precise,
Columbarium of Constantine,https://pleiades.stoa.org/places/384365956,tomb,41.8567297,12.5294367,precise,
Ekklesiasterion at Akragas,https://pleiades.stoa.org/places/383918623,ekklesiasterion,37.2965296,13.5888665,precise,
Sesto Calende,https://pleiades.stoa.org/places/383779,cemetery,45.724949,8.632241,precise,
Minerva Cabardiacensis,https://pleiades.stoa.org/places/383709,sanctuary,44.8438053,9.5173805,precise,
Monte S. Martino,https://pleiades.stoa.org/places/383713,sanctuary,45.9166019,10.8189765,precise,
Riva S. Vitale,https://pleiades.stoa.org/places/383760,church,45.9051555,8.971071000000000,precise,
S. Maria di Minerbe,https://pleiades.stoa.org/places/383782,church-2,45.56000516814550,10.907384070132700,precise,
Golasecca,https://pleiades.stoa.org/places/383665,cemetery,45.697535,8.658636,precise,
Roman temple of Vic,https://pleiades.stoa.org/places/383321670,temple-2,41.9292546,2.2569617,precise,
Santa Maria in Tempulo,https://pleiades.stoa.org/places/382995433,church-2,41.8821151,12.493719150000000,precise,
Vardzia,https://pleiades.stoa.org/places/385437227,monastery,41.38086761524450,43.28380967747650,precise,
Southeast temple of the Athenian Agora,https://pleiades.stoa.org/places/34983805,temple-2,37.97402683359070,23.724231058551700,precise,
Lori Berd necropolis,https://pleiades.stoa.org/places/349496773,cemetery,41.00571666095170,44.426838466442400,precise,
Tempio di Matzanni,https://pleiades.stoa.org/places/349388043,sanctuary,39.3751472,8.6992464,precise,
Headless Pyramid,https://pleiades.stoa.org/places/347826778,pyramid,29.875550259716000,31.222924120140700,precise,
Tomb of Trebius Iustus,https://pleiades.stoa.org/places/347468514,tomb,41.873765,12.5159997,precise,
Untitled,https://pleiades.stoa.org/places/347305,tomb,31.40337,14.63255,precise,
Temple of Khonsu at Karnak,https://pleiades.stoa.org/places/348714102,temple-2,25.716734904585100,32.65588598459610,precise,
Pian del Vescovo,https://pleiades.stoa.org/places/348746521,cemetery,42.284825958525400,12.013629817291200,precise,
Etruscan necropolis of Terrone,https://pleiades.stoa.org/places/348746522,cemetery,42.27882900707530,12.027122297753900,precise,
Coddu Vecchiu,https://pleiades.stoa.org/places/34861001,tomb,41.050139,9.355833,precise,
Kara-Tepe,https://pleiades.stoa.org/places/348167893,abbey,37.278971950000000,67.18351565000000,precise,
Sepolcro dei Veienti,https://pleiades.stoa.org/places/344023792,tomb,41.9747981,12.444362,precise,
Tomb of Virgil,https://pleiades.stoa.org/places/344755334,tomb,40.8284399,14.2167051,precise,
New Basilica of Saint Apollinaris,https://pleiades.stoa.org/places/344182765,church,44.416776502524800,12.20480488693060,precise,
Arian Baptistry,https://pleiades.stoa.org/places/344182764,church,44.41869506361460,12.202406919987800,precise,
Rogeban,https://pleiades.stoa.org/places/344472,temple,31.951602,12.169397,precise,
Souk el-Ghibli,https://pleiades.stoa.org/places/344487,cemetery,33.718504,10.935268,precise,
Ras el-Haddagia,https://pleiades.stoa.org/places/344468,sanctuary,32.430474,13.785989,precise,
Henchir Snem,https://pleiades.stoa.org/places/344405,temple,32.694119,10.546537,precise,
Msellata,https://pleiades.stoa.org/places/344445,temple,32.582303,14.039974,precise,
Suk el-Oti,https://pleiades.stoa.org/places/344490,church,31.623227,14.133358,precise,
Sghedeida,https://pleiades.stoa.org/places/344481,temple-2,32.869505,13.207743,precise,
Mezgura,https://pleiades.stoa.org/places/344442,temple,31.969279,11.97282,precise,
Henchir Oum el-Abbas,https://pleiades.stoa.org/places/344402,temple,33.442268,9.939834,precise,
Tarhuna,https://pleiades.stoa.org/places/344499,cemetery,32.434173,13.635004,precise,
en-Ngila,https://pleiades.stoa.org/places/344450,cemetery,32.71599,12.726395,precise,
Beni Guedal,https://pleiades.stoa.org/places/344311,temple,32.015024,10.781455,precise,
Breviglieri,https://pleiades.stoa.org/places/344330,church,32.44452,13.764682,precise,
Bir Nesma,https://pleiades.stoa.org/places/344326,temple,31.349938,13.349962,precise,
Geran,https://pleiades.stoa.org/places/344371,temple,32.849922,13.074156,precise,
Chizen,https://pleiades.stoa.org/places/344340,cemetery,33.864917,10.912924,precise,
Henchir Krebita,https://pleiades.stoa.org/places/344399,temple,33.449969,9.92346,precise,
Bir es-Shawi,https://pleiades.stoa.org/places/344321,temple,30.491327,14.710895,precise,
Chafagi Aamer,https://pleiades.stoa.org/places/344337,church,31.349966,13.150014,precise,
Garian,https://pleiades.stoa.org/places/344361,temple,32.169374,13.017562,precise,
Giosc,https://pleiades.stoa.org/places/344382,cemetery,32.005945,11.730842,precise,
Giado,https://pleiades.stoa.org/places/344378,temple,31.950027,12.016701,precise,
Bir ed-Dreder,https://pleiades.stoa.org/places/344319,cemetery,31.283302,13.466683,precise,
el-Chatatba,https://pleiades.stoa.org/places/344338,temple-2,32.766545,12.516607,precise,
Gasr Doga,https://pleiades.stoa.org/places/344364,tomb,32.483315,13.699995,precise,
Gasr el-Gezira,https://pleiades.stoa.org/places/344365,temple-2,32.026267,12.436781,precise,
Ain Zara,https://pleiades.stoa.org/places/344291,cemetery,32.816596,13.266636,precise,
el-Amrouni,https://pleiades.stoa.org/places/344293,tomb,32.48396,10.520905,precise,
Asabaa,https://pleiades.stoa.org/places/344298,church,32.033258,12.866642,precise,
Trigh-Tarhuna,https://pleiades.stoa.org/places/344521,sanctuary,32.876858,13.23445,precise,
Wadi Scetaf,https://pleiades.stoa.org/places/344560,cemetery,31.14741,14.5665795,precise,
Zaviet el-Mahgiub,https://pleiades.stoa.org/places/344570,shrine,32.410867,14.918306,precise,
Wadi Merteba,https://pleiades.stoa.org/places/344552,temple,32.161528,10.756757,precise,
Wadi Crema,https://pleiades.stoa.org/places/344544,church,32.03803,12.83248,precise,
Wadi Lella,https://pleiades.stoa.org/places/344549,temple,31.613804,12.983422,precise,
Zanzur,https://pleiades.stoa.org/places/344569,cemetery,32.816325,13.007962,precise,
Wadi Tabuniya,https://pleiades.stoa.org/places/344562,tomb,30.430352,13.35256,precise,
Wadi Migdal,https://pleiades.stoa.org/places/344554,temple,31.533778,13.749422,precise,
Teboulbou,https://pleiades.stoa.org/places/344503,cemetery,33.854019,10.108729,precise,
Tigi,https://pleiades.stoa.org/places/344515,temple,32.004492,11.364738,precise,
Wadi Antar,https://pleiades.stoa.org/places/344543,temple,31.266544,13.616682,precise,
Tebedut,https://pleiades.stoa.org/places/344502,church,32.025928,12.983313,precise,
Wadi Taghiggia,https://pleiades.stoa.org/places/344563,tomb,30.83315,13.483348,precise,
Tininai,https://pleiades.stoa.org/places/344518,temple,31.383351,13.780278,precise,
Šarrat-niphi temple (Kalhu),https://pleiades.stoa.org/places/344586145,temple-2,36.100708,43.328236,precise,
Mausoleum of the Julii,https://pleiades.stoa.org/places/342732941,tomb,43.776409,4.83093,precise,
Poggio Colla,https://pleiades.stoa.org/places/34221419,sanctuary,43.924167,11.48,precise,
Tumulus of Noirmont,https://pleiades.stoa.org/places/345938113,tumulus,50.6023579,4.6429378,precise,
Curiae Veteres,https://pleiades.stoa.org/places/345477553,shrine,,,rough,
Sepulcrum Hirtii,https://pleiades.stoa.org/places/345477552,tomb,41.89668023184660,12.471597700365100,precise,
Aydıncık Theater or Odeon,https://pleiades.stoa.org/places/339848370,odeon,36.1438340964943,33.32344502597010,precise,
Poggio Gramignano Roman Villa,https://pleiades.stoa.org/places/330348886,cemetery,42.5501617535709,12.310006647287000,precise,
Ai Lia temples,https://pleiades.stoa.org/places/330217806,sanctuary,38.1641931,22.1560708,precise,
Investiture relief of Ardashir I,https://pleiades.stoa.org/places/337124895,cemetery,29.988580375029700,52.87459437999810,precise,
Brampton Old Church,https://pleiades.stoa.org/places/337405873,church-2,54.946240355352000,-2.7663821375765300,precise,
Pietrera tomb,https://pleiades.stoa.org/places/336528878,tomb,42.8720445,10.9888064,precise,
Qal’at Sem’an/Church of Saint Simeon Stylites,https://pleiades.stoa.org/places/336554371,church,36.3341666667,36.8441666667,precise,
Necròpolis fenicia de Jardin,https://pleiades.stoa.org/places/331947243,cemetery,36.7426071,-4.116888,precise,
Güglingen Mithraeum,https://pleiades.stoa.org/places/338703437,sanctuary,49.06166027420390,9.005454271750060,precise,
Mausoleum Hadriani,https://pleiades.stoa.org/places/334776904,tomb,41.903083845827300,12.466344391903800,precise,
Souma n'Ikhetteben,https://pleiades.stoa.org/places/334623,temple,35.042424,6.954101,precise,
Souma el Kiata,https://pleiades.stoa.org/places/334622,temple,35.223796,7.450176,precise,
Ain el Aouad,https://pleiades.stoa.org/places/334483,church,35.317169,6.33016,precise,
Ksar Djaria,https://pleiades.stoa.org/places/334566,temple,35.281593,7.284165,precise,
Henchir Oum Iala,https://pleiades.stoa.org/places/334559,temple,34.787805,7.700661,precise,
Medracen,https://pleiades.stoa.org/places/334591,tomb,35.70706910331980,6.434643150962500,precise,
The Siphnian Treasury,https://pleiades.stoa.org/places/333036425,treasury,38.48162,22.501642,precise,
"Hagia Sophia, Thessaloniki",https://pleiades.stoa.org/places/332324146,church,40.632844,22.947094,precise,
Synagogue at Dura-Europos,https://pleiades.stoa.org/places/335307374,synagogue,34.7474864,40.7270988,precise,
Northern sanctuary at Kythnos,https://pleiades.stoa.org/places/335229932,sanctuary,37.408566050000000,24.394852600000000,precise,
"Gallo-Roman temple of Forêt d'Halatte (cne. Ognon, Oise)",https://pleiades.stoa.org/places/335533616,temple-2,49.242065,2.625393,precise,
Tomba della Fibula d'oro,https://pleiades.stoa.org/places/329096976,tomb,42.87879103250690,10.995577785306700,precise,
Temple/Church,https://pleiades.stoa.org/places/329428991,church-2,37.709718830173600,28.723189020866000,precise,
Kerlescan alignments,https://pleiades.stoa.org/places/320384863,temple,47.5985484,-3.0622818,precise,
Etchmiadzin Cathedral,https://pleiades.stoa.org/places/327730568,church,40.161769,44.291164,precise,
Untitled,https://pleiades.stoa.org/places/327674,cemetery,35.75,8.75,rough,
Mandzhikiny Burial Ground,https://pleiades.stoa.org/places/327618189,cemetery,45.7088951,44.709059,precise,
"Abbey of Santissima Trinità, Venosa",https://pleiades.stoa.org/places/327866939,abbey,40.96942630052050,15.827749056240700,precise,
Montebuono,https://pleiades.stoa.org/places/327840536,church-2,42.37043906443390,12.59174654164270,precise,
Tholos tomb at Marathon,https://pleiades.stoa.org/places/32732054,tomb,38.121334422465400,23.95463066168580,precise,
Sacellum of the Augustales,https://pleiades.stoa.org/places/32694358,temple-2,40.7874726,14.0846024,precise,
Temple of Thutmose III,https://pleiades.stoa.org/places/326151648,temple-2,25.7379286,32.6059799,precise,
Mortuary temple of Mentuhotep II,https://pleiades.stoa.org/places/32160613,temple-2,25.7373907,32.6062233,precise,
Medinet Habu,https://pleiades.stoa.org/places/321318358,temple-2,25.72001441111110,32.59988247868800,precise,
Tomb of Caius Cartilius Poplicola,https://pleiades.stoa.org/places/328100889,tomb,41.75036454527720,12.285441209029900,precise,
Nemea Early Christian basilica,https://pleiades.stoa.org/places/328243339,church-2,37.803216650000000,22.71841675,precise,
Byzantine necropolis,https://pleiades.stoa.org/places/328251340,cemetery,38.8070122,16.5936102,precise,
Ellès,https://pleiades.stoa.org/places/324702,temple,35.950111,9.0994,precise,
Soumat el Kheneg,https://pleiades.stoa.org/places/324814,temple,35.025171,8.266307,precise,
Pini di Sirolo,https://pleiades.stoa.org/places/324849988,cemetery,43.517993246524400,13.611484666782100,precise,
Santi Quattro Coronati,https://pleiades.stoa.org/places/323041298,church,41.888245078971700,12.498113883409800,precise,
Choburak-I,https://pleiades.stoa.org/places/323726132,cemetery,51.17137,86.11544,precise,
Church of St. Peter,https://pleiades.stoa.org/places/322772904,church-2,42.076942,13.410824,precise,
Asklepieion and Lerna,https://pleiades.stoa.org/places/322517289,sanctuary,37.910627500000000,22.8772885,precise,
Theban Tomb 69,https://pleiades.stoa.org/places/325177167,tomb,25.7321656,32.6089693,precise,
Temple of Apollo at Metropolis,https://pleiades.stoa.org/places/359707097,temple-2,39.33366090630590,21.81939432218720,precise,
Egalmah,https://pleiades.stoa.org/places/359761173,temple-2,31.91953,45.268092,precise,
Cathedral of the Holy Cross at Aghtamar,https://pleiades.stoa.org/places/359852688,church-2,38.34033228056540,43.036990417264300,precise,
Fortetsa Tombs,https://pleiades.stoa.org/places/359462132,cemetery,35.29702731247130,25.152801932482600,precise,
Temple of Ba'al at Palmyra,https://pleiades.stoa.org/places/35794949,temple-2,34.54734608705290,38.273836597128300,precise,
Sri Ahobila Narasimha Swamy Temple,https://pleiades.stoa.org/places/357004422,temple-2,15.124439305864400,78.73617884429490,precise,
Sanctuary of Kalabsha (Elephantine),https://pleiades.stoa.org/places/357014505,sanctuary,24.083838682592100,32.88485322943560,precise,
Hexagonal mausoleum,https://pleiades.stoa.org/places/357674130,tomb,36.7352984,36.9534064,precise,
So-called Temple of Aphrodite,https://pleiades.stoa.org/places/357884165,temple-2,32.8174354,21.8576607,precise,
Thespian Polyandrion (Boeotia),https://pleiades.stoa.org/places/35638987,tomb,38.292551173131600,23.166207972056800,precise,
Basilica di Santa Balbina all'Aventino,https://pleiades.stoa.org/places/356557088,church-2,41.8805333705886,12.489673886061200,precise,
Domus Cilonis,https://pleiades.stoa.org/places/356557089,church-2,41.8805333705886,12.489673886061200,precise,
Tomb of Quintus Sulpicius Maximus,https://pleiades.stoa.org/places/358004061,tomb,41.910571992818100,12.498445075749800,precise,
Ešasurra,https://pleiades.stoa.org/places/358880029,temple-2,32.530856,44.424226,precise,
el-Abiad,https://pleiades.stoa.org/places/354097,cemetery,26.760357,13.994788,precise,
Basilica of Campanopetra,https://pleiades.stoa.org/places/354671742,basilica,35.178771403064100,33.906923444041,precise,
el-Grefa,https://pleiades.stoa.org/places/354126,cemetery,26.523689,13.009684,precise,
Dugial,https://pleiades.stoa.org/places/354110,cemetery,26.12117,13.695472,precise,
Saniat Ben Howedi,https://pleiades.stoa.org/places/354147,cemetery,26.544336,12.955466,precise,
es-Spetaf,https://pleiades.stoa.org/places/354151,cemetery,26.040454,13.635269,precise,
el-Hattia,https://pleiades.stoa.org/places/354131,cemetery,26.549297,12.949548,precise,
el-Gser,https://pleiades.stoa.org/places/354127,cemetery,26.588942,13.470071,precise,
Zuaya,https://pleiades.stoa.org/places/354170,cemetery,26.687195,13.756685,precise,
Terbu,https://pleiades.stoa.org/places/354156,cemetery,25.968481,15.160038,precise,
Techertiba,https://pleiades.stoa.org/places/354155,cemetery,26.54428,13.215611,precise,
Gasr Bendbeia,https://pleiades.stoa.org/places/354118,cemetery,26.634463,13.680891,precise,
Tuiua,https://pleiades.stoa.org/places/354163,cemetery,26.557093,13.202607,precise,
Germa Necropoleis,https://pleiades.stoa.org/places/354123,cemetery,26.55852,12.949973,precise,
Tuasc,https://pleiades.stoa.org/places/354162,cemetery,26.531624,13.085325,precise,
Gasr el-Uatuat,https://pleiades.stoa.org/places/354119,cemetery,26.599275,13.100477,precise,
Tin Abunda,https://pleiades.stoa.org/places/354158,cemetery,26.466626,12.449969,precise,
et-Tanahma,https://pleiades.stoa.org/places/354154,cemetery,26.629244,13.627849,precise,
Brech,https://pleiades.stoa.org/places/354103,cemetery,26.552104,13.1518,precise,
el-Gheraia,https://pleiades.stoa.org/places/354124,cemetery,26.53336,13.368512,precise,
Tag'lit,https://pleiades.stoa.org/places/354153,cemetery,26.674889,12.874895,precise,
el-Hamra,https://pleiades.stoa.org/places/354129,cemetery,26.734139,13.940825,precise,
el-Fgeg,https://pleiades.stoa.org/places/354113,cemetery,26.544488,13.308046,precise,
er-Rugheba,https://pleiades.stoa.org/places/354144,cemetery,26.588022,13.562734,precise,
ed-Disa,https://pleiades.stoa.org/places/354109,cemetery,26.680527,12.765286,precise,
Cemetery of the Garamantes,https://pleiades.stoa.org/places/3541230,cemetery,26.718433,13.895829,precise,
Basilica and convent of S. Ippolito,https://pleiades.stoa.org/places/354239692,church-2,41.77326379444300,12.261328672930100,precise,
So-called Caesareum of Cyrene,https://pleiades.stoa.org/places/354239693,basilica,32.81825214097430,21.858515825887000,precise,
Maison Carrée,https://pleiades.stoa.org/places/353133531,temple-2,43.83819142877020,4.356131790320800,precise,
Paleochristian basilica,https://pleiades.stoa.org/places/353853857,church-2,41.939243,12.628552,precise,
San Pietro di Cantoni Italic sanctuary,https://pleiades.stoa.org/places/352972521,church-2,41.431081464523400,14.601120668943900,precise,
Temple of Ishtar at Assur,https://pleiades.stoa.org/places/299219557,temple-2,35.45762258019470,43.25844494781540,precise,
Zaraka Monastery,https://pleiades.stoa.org/places/290225048,monastery,37.86693158527870,22.457901675672100,precise,
Temple of Mater Matuta at Satricum,https://pleiades.stoa.org/places/297163719,temple-2,41.513128,12.755083,precise,
Post-Archaic necropolis at Poggio dei Cavallari,https://pleiades.stoa.org/places/297163721,cemetery,41.51269600134260,12.746932509057400,precise,
Barbar Temples,https://pleiades.stoa.org/places/291184549,temple-2,26.226171508732500,50.484133035689300,precise,
Wadi Samad,https://pleiades.stoa.org/places/29806,cemetery,22.705632,58.096865,precise,
The Temple of Athena Polias at Priene,https://pleiades.stoa.org/places/298577312,temple-2,37.6593017578125,27.29649925231930,precise,
Grotte Scalina,https://pleiades.stoa.org/places/294009592,tomb,42.4252959,11.980572,precise,
Pian della Conserva,https://pleiades.stoa.org/places/294262131,cemetery,42.14993113333330,11.9842226,precise,
Vega del Mar,https://pleiades.stoa.org/places/292242665,church-2,36.4719704820016,-4.990364911291160,precise,
Monumentum Regiae Gentis,https://pleiades.stoa.org/places/295310,tomb,36.57497098255470,2.552793980849670,precise,
Northern Cluster,https://pleiades.stoa.org/places/295344385,church-2,12.033467540361000,39.042921745696100,precise,
Ekklesiasterion/Theater at Metapontum,https://pleiades.stoa.org/places/295344387,ekklesiasterion,40.38331835182320,16.826147194124600,precise,
Imainserène,https://pleiades.stoa.org/places/295278,tomb,36.65063,4.211769,precise,
Akbou des Ait bou Mahdi,https://pleiades.stoa.org/places/295213,tomb,36.531134,4.181324,precise,
Ghorfa des Ouled Meriem,https://pleiades.stoa.org/places/295265,tomb,36.156256,3.587424,precise,
Kobr Roumia,https://pleiades.stoa.org/places/295293,tomb,36.814389,3.816335,precise,
Ghorfa des Ouled Selama,https://pleiades.stoa.org/places/295266,tomb,36.12011,3.774913,precise,
Iril Oumaali,https://pleiades.stoa.org/places/295282,tomb,36.654721,4.192352,precise,
Ebabbar,https://pleiades.stoa.org/places/209082201,temple-2,33.05892803211070,44.25193774106970,precise,
Tagisken South,https://pleiades.stoa.org/places/20924741,tumulus,44.256737,63.660894,precise,
Tomb 3 (Tombs of the Kings),https://pleiades.stoa.org/places/20024633,tomb,34.7758591,32.4049479,precise,
Beyoba tumulus,https://pleiades.stoa.org/places/207663380,tomb,40.374408,27.125168,precise,
Surb Stepanos Vank,https://pleiades.stoa.org/places/207143419,abbey,38.97913555,45.47338725,precise,
Abbazia di San Vincenzo al Volturno,https://pleiades.stoa.org/places/207801353,church-2,41.648401,14.0827828,precise,
Ara Maxima Herculis,https://pleiades.stoa.org/places/207271757,shrine,41.88957278674290,12.48291108465000,rough,
Store-Dal,https://pleiades.stoa.org/places/20616,cemetery,59.25387,11.002715,precise,
Vrangstrup,https://pleiades.stoa.org/places/20641,cemetery,56.317786,9.884844,precise,
Szwajcaria,https://pleiades.stoa.org/places/20620,cemetery,54.137798,22.947561,precise,
Zgliczyn-Pobodzy,https://pleiades.stoa.org/places/20650,cemetery,52.950316,20.026425,precise,
Wilhelmsaue,https://pleiades.stoa.org/places/20646,cemetery,52.66284,14.346612,precise,
Sörby-Störlinge,https://pleiades.stoa.org/places/20611,cemetery,56.745534,16.642655,precise,
Wesółki,https://pleiades.stoa.org/places/20645,cemetery,51.958656,18.331842,precise,
Tuna,https://pleiades.stoa.org/places/20628,cemetery,59.626101,16.527934,precise,
Wyszembork,https://pleiades.stoa.org/places/20648,cemetery,53.929002,21.359676,precise,
Snartemo,https://pleiades.stoa.org/places/20609,cemetery,58.333635,7.214408,precise,
Węsiory,https://pleiades.stoa.org/places/20643,cemetery,54.231485,17.84493,precise,
Stoneyford,https://pleiades.stoa.org/places/20614,cemetery,52.537042,-7.229224,precise,
Store Kongshøj,https://pleiades.stoa.org/places/20615,cemetery,56.796973,8.723688,precise,
Monte Torre Maggiore,https://pleiades.stoa.org/places/20627992,temple-2,42.6284487,12.6025514,precise,
Tomb of Thutmes I and Hatshepsut (KV20),https://pleiades.stoa.org/places/201675359,tomb,25.7392441,32.603779,precise,
Ancient sanctuary at Marion,https://pleiades.stoa.org/places/201100502,sanctuary,35.0372363846073,32.42469401947210,precise,
Castellaccio Europarco,https://pleiades.stoa.org/places/201409250,cemetery,41.80281,12.472699,precise,
Treasury of Thutmose I,https://pleiades.stoa.org/places/20890394,treasury,25.71924232180030,32.66136203545200,precise,
Untitled,https://pleiades.stoa.org/places/208943742,cemetery,35.372199,11.009343,precise,
Untitled,https://pleiades.stoa.org/places/208943739,cemetery,35.3592,11.025055,precise,
Untitled,https://pleiades.stoa.org/places/208943738,cemetery,35.075852,11.023182,precise,
Untitled,https://pleiades.stoa.org/places/208943740,cemetery,35.34946,11.025755,precise,
Untitled,https://pleiades.stoa.org/places/208943741,cemetery,35.468969,11.038,precise,
Untitled,https://pleiades.stoa.org/places/208943125,cemetery,35.999746,10.346026,precise,
Untitled,https://pleiades.stoa.org/places/208943109,tumulus,47.195271,39.358165,precise,
Untitled,https://pleiades.stoa.org/places/208943124,cemetery,35.943811,10.257615,precise,
Untitled,https://pleiades.stoa.org/places/208943123,cemetery,35.927559,10.2299,precise,
Untitled,https://pleiades.stoa.org/places/208943140,cemetery,35.325454,10.16526,precise,
Untitled,https://pleiades.stoa.org/places/208943110,tumulus,47.22651,39.497214,precise,
Untitled,https://pleiades.stoa.org/places/208943451,tumulus,38.498911,27.597557,precise,
Untitled,https://pleiades.stoa.org/places/208943406,tumulus,38.208584,28.241389,precise,
Untitled,https://pleiades.stoa.org/places/208943407,tumulus,38.173526,28.294338,precise,
Untitled,https://pleiades.stoa.org/places/208943456,tumulus,38.135706,27.801722,precise,
Untitled,https://pleiades.stoa.org/places/208943455,tumulus,38.494009,27.925051,precise,
Untitled,https://pleiades.stoa.org/places/208943454,tumulus,38.494906,27.827848,precise,
Untitled,https://pleiades.stoa.org/places/208943404,tumulus,38.434416,28.415631,precise,
Untitled,https://pleiades.stoa.org/places/208943453,tumulus,38.474088,27.718104,precise,
Untitled,https://pleiades.stoa.org/places/208943452,tumulus,38.39285,27.56228,precise,
Untitled,https://pleiades.stoa.org/places/208943405,tumulus,38.178592,28.203587,precise,
Untitled,https://pleiades.stoa.org/places/208943373,cemetery,36.684651,10.801129,precise,
Untitled,https://pleiades.stoa.org/places/208943381,cemetery,36.906998,10.959753,precise,
Untitled,https://pleiades.stoa.org/places/208943563,cemetery,35.625062,9.290626,precise,
Untitled,https://pleiades.stoa.org/places/208943562,cemetery,35.729441,9.238053,precise,
Untitled,https://pleiades.stoa.org/places/208943564,cemetery,35.632644,9.003271,precise,
Untitled,https://pleiades.stoa.org/places/208942935,cemetery,36.196602,6.567249,precise,
Untitled,https://pleiades.stoa.org/places/208942934,cemetery,36.265041,6.830092,precise,
Untitled,https://pleiades.stoa.org/places/208942952,tumulus,36.133468,6.686882,precise,
Untitled,https://pleiades.stoa.org/places/208942950,cemetery,36.131507,6.787756,precise,
Untitled,https://pleiades.stoa.org/places/208942951,tumulus,36.145652,6.804505,precise,
Untitled,https://pleiades.stoa.org/places/208942779,tumulus,35.626766,6.543056,precise,
Untitled,https://pleiades.stoa.org/places/208942796,church,35.565385,6.739105,precise,
Untitled,https://pleiades.stoa.org/places/208942874,cemetery,36.456592,7.766469,precise,
Untitled,https://pleiades.stoa.org/places/208942823,church,35.606065,6.855805,precise,
Untitled,https://pleiades.stoa.org/places/208942896,tumulus,36.479959,7.721856,precise,
Untitled,https://pleiades.stoa.org/places/208942440,cemetery,37.104867,9.518982,precise,
Untitled,https://pleiades.stoa.org/places/208942438,cemetery,37.093871,9.968659,precise,
Untitled,https://pleiades.stoa.org/places/208942422,cemetery,36.380923,9.330692,precise,
Untitled,https://pleiades.stoa.org/places/208942319,cemetery,36.824107,8.178444,precise,
Untitled,https://pleiades.stoa.org/places/208942267,cemetery,36.594363,8.090918,precise,
Hedegård,https://pleiades.stoa.org/places/20483,cemetery,55.953651,9.304501,precise,
Byrsted,https://pleiades.stoa.org/places/20421,cemetery,56.91025,9.682864,precise,
Havor,https://pleiades.stoa.org/places/20482,cemetery,57.10587,18.297014,precise,
"Aukštakiemiai, Palanga, Šernai",https://pleiades.stoa.org/places/20400,cemetery,55.598525,21.306626,precise,
Gödåker,https://pleiades.stoa.org/places/20470,cemetery,60.052879,17.672818,precise,
Bjergelide,https://pleiades.stoa.org/places/20411,cemetery,55.769336,9.693632,precise,
Dębczyno,https://pleiades.stoa.org/places/20446,cemetery,53.980717,16.000434,precise,
Białęcino,https://pleiades.stoa.org/places/20407,temple,53.999904,15.999978,precise,
Gorszewice,https://pleiades.stoa.org/places/20471,cemetery,52.518723,16.529629,precise,
Ciepłe,https://pleiades.stoa.org/places/20432,cemetery,53.852747,18.839981,precise,
Avaldsnes,https://pleiades.stoa.org/places/20403,cemetery,59.362929,5.282008,precise,
Gronowo,https://pleiades.stoa.org/places/20474,cemetery,53.59699,15.952924,precise,
Farmen,https://pleiades.stoa.org/places/20458,cemetery,60.896578,11.310561,precise,
Grudziądz-Rządz,https://pleiades.stoa.org/places/20475,cemetery,53.483736,18.753566,precise,
Bogaczewo-Kula,https://pleiades.stoa.org/places/20414,cemetery,53.965714,21.746,precise,
Damme,https://pleiades.stoa.org/places/20443,cemetery,53.297566,14.019272,precise,
"Enekrogen, Kannikegård, Slamrebjerg, Slusegård",https://pleiades.stoa.org/places/20455,cemetery,55.078983,15.056726,precise,
Vounous Cemetery (Cyprus),https://pleiades.stoa.org/places/204600749,cemetery,35.304005,33.376016,precise,
Pyramid of Amenemhat I,https://pleiades.stoa.org/places/203499429,pyramid,29.57484122608570,31.2252958361442,precise,
