title,uri,type,representative_latitude,representative_longitude,location_precision,
Deir el-Adra,https://pleiades.stoa.org/places/756556,church,26.590034,31.79262,precise,
Bau/Pboou,https://pleiades.stoa.org/places/756540,church,26.0715495,32.3689775,precise,
Deir el-Dik,https://pleiades.stoa.org/places/756557,church,27.837909,30.877587,precise,
"Apa Apollo, Mon.",https://pleiades.stoa.org/places/756520,church,27.020147,31.247166,precise,
Deir el-Shuhada,https://pleiades.stoa.org/places/756561,church,26.5982922326193,31.791385354175400,precise,
Temple of Jupiter Heliopolitanus,https://pleiades.stoa.org/places/758001563,temple-2,34.006754000000000,36.203411600000000,precise,
Necropolis of Oretum,https://pleiades.stoa.org/places/753071609,cemetery,38.7602949,-3.7168904,precise,
Qidfaʻ 1,https://pleiades.stoa.org/places/753895541,cemetery,25.3026303,56.3562289,precise,
Roman Mausoleum at Palio Scholeio (Chiliomedio),https://pleiades.stoa.org/places/755162815,tomb,37.79894,22.870161,precise,
Phaneromeni Burials (Chiliomodi),https://pleiades.stoa.org/places/755162814,cemetery,37.803959,22.88514,precise,
Gallardet Dolmen,https://pleiades.stoa.org/places/755254720,tumulus,43.5865982,3.5100557,precise,
Antro delle Sorti,https://pleiades.stoa.org/places/69910488,sanctuary,41.839275,12.8917156,precise,
Mortuary Temple of Merenptah,https://pleiades.stoa.org/places/699487909,temple-2,25.72496548756180,32.606590948922700,precise,
"Mars, Aedes",https://pleiades.stoa.org/places/699284690,temple-2,41.891775,12.486137,rough,
Mithraeum at Vindovala,https://pleiades.stoa.org/places/690508611,temple-2,55.001553,-1.828568,precise,
el-Qasr,https://pleiades.stoa.org/places/697732,temple,31.318351,35.743945,precise,
Zabayir Zahr ed-Diyab,https://pleiades.stoa.org/places/697765,cemetery,31.695585,35.981196,precise,
Nebo Mons,https://pleiades.stoa.org/places/697721,church,31.768203,35.726118,precise,
Bethabara,https://pleiades.stoa.org/places/697641,church,31.838763,35.547689000000000,precise,
Khirbet Qazone,https://pleiades.stoa.org/places/697690,cemetery,31.232114,35.558542,precise,
Haditha,https://pleiades.stoa.org/places/697669,cemetery,31.304011,35.527322,precise,
Khirbet et-Tannur,https://pleiades.stoa.org/places/697687,sanctuary,30.968797388298500,35.70634205553190,precise,
Deir el-Qattal el-Bizanti,https://pleiades.stoa.org/places/697652,church,31.271066,35.481676,precise,
Khwaja Ali Sehyaka/Sehyak,https://pleiades.stoa.org/places/697343073,sanctuary,30.290889,63.177708,precise,
Temple of Hercules at Amman/Philadelpheia,https://pleiades.stoa.org/places/696690497,temple-2,31.9538092,35.9346022,precise,
Tumulo del Principe etrusco,https://pleiades.stoa.org/places/698136498,tumulus,43.7339646,10.3912156,precise,
Pattadakal,https://pleiades.stoa.org/places/698151982,sanctuary,15.950412144336800,75.81603800262540,precise,
Khirbet Kūfīn,https://pleiades.stoa.org/places/69832953,cemetery,31.617046,35.113023,precise,
Baron-sur-Odon,https://pleiades.stoa.org/places/69476,sanctuary,49.130055,-0.480495,precise,
Basilica di Sant'Agnese fuori le mura,https://pleiades.stoa.org/places/694984908,church-2,41.92293434624410,12.518863683417600,precise,
Catacombs of Trypiti,https://pleiades.stoa.org/places/694364581,cemetery,36.7373138,24.423693,precise,
"Temple of Herakles, Cora",https://pleiades.stoa.org/places/692947274,temple-2,41.642578352370200,12.915666339750800,precise,
Ishkhani (monastery),https://pleiades.stoa.org/places/692712720,church,40.78556377774180,41.747350743936800,precise,
Le Pinnacle,https://pleiades.stoa.org/places/69551,temple-2,49.239776,-2.250108,precise,
St-Aubin-sur-Mer,https://pleiades.stoa.org/places/69560,sanctuary,49.326581,-0.390947,precise,
Oisseau-Le-Petit,https://pleiades.stoa.org/places/69544,sanctuary,48.346455375000000,0.07509789999999950,precise,
Temple of Seti I,https://pleiades.stoa.org/places/609762511,temple-2,26.1845358,31.9183799,precise,
Dyurso burial ground,https://pleiades.stoa.org/places/609699745,cemetery,44.73422677524770,37.5610416176912,precise,
"Meter Steunene, T.",https://pleiades.stoa.org/places/609467,sanctuary,39.175719,29.576517,precise,
"Meter Phileis, T.",https://pleiades.stoa.org/places/609466,sanctuary,38.388891,28.613595,precise,
"Hosion kai Dikaion, T.",https://pleiades.stoa.org/places/609407,temple-2,39.320224,29.887704,precise,
Kalabak,https://pleiades.stoa.org/places/609422,temple,39.534331,30.42012,precise,
Ilıca,https://pleiades.stoa.org/places/609414,church,39.48644,30.018926,precise,
Koçak,https://pleiades.stoa.org/places/609439,temple,39.284283,30.023733,precise,
"Men Askaenos, T.",https://pleiades.stoa.org/places/609462,sanctuary,38.289695,31.233156,precise,
"Meter Theon 2, T.",https://pleiades.stoa.org/places/609469,temple-2,39.352655,30.359665,precise,
"Meter apo Speleou, T.",https://pleiades.stoa.org/places/609464,sanctuary,39.86528,30.67464,precise,
"Meter Theon 1, T.",https://pleiades.stoa.org/places/609468,temple-2,39.43306,30.39443,precise,
"Apollo Lairmenos, T.",https://pleiades.stoa.org/places/609312,sanctuary,38.224614,29.314553,precise,
"Angdisseon, T.",https://pleiades.stoa.org/places/609304,temple-2,38.860127,30.777064,precise,
"Cybele, T.",https://pleiades.stoa.org/places/609353,temple-2,39.592474,29.385419,precise,
Arslan Taş,https://pleiades.stoa.org/places/609324,tomb,39.050328,30.488595,precise,
"Cybele, T.",https://pleiades.stoa.org/places/609352,temple-2,39.601295,28.858354,precise,
"Cybele, T.",https://pleiades.stoa.org/places/609354,temple,39.109037,30.426741,precise,
Altuncebbar,https://pleiades.stoa.org/places/609300,shrine,38.125622,30.682778,precise,
"Apollo, T.",https://pleiades.stoa.org/places/609310,temple-2,38.810219,29.69704,precise,
Ghaziri,https://pleiades.stoa.org/places/609389,tomb,38.233389,30.885211,precise,
"Apollo, T.",https://pleiades.stoa.org/places/609311,temple-2,38.754645,30.697533,precise,
"Agdistis, T.",https://pleiades.stoa.org/places/609290,temple-2,39.198474,30.71494,precise,
"Zeus Bronton, T.",https://pleiades.stoa.org/places/609579,temple-2,39.122087,29.909651,precise,
"Zeus Bronton 1, T.",https://pleiades.stoa.org/places/609580,temple-2,39.582344,30.516333,precise,
"Zeus Andreas, Ampeleites, T.",https://pleiades.stoa.org/places/609575,temple-2,39.080261,30.037507,precise,
Türkmen Baba,https://pleiades.stoa.org/places/609562,church,39.432407,30.406289,precise,
Selçikler,https://pleiades.stoa.org/places/609523,tumulus,38.497127,29.65716,precise,
"Zeus Alsenos, T.",https://pleiades.stoa.org/places/609574,sanctuary,38.913829,30.989124,precise,
"Zeus Bronton 2, T.",https://pleiades.stoa.org/places/609581,temple-2,39.75,30.25,rough,
"Zeus Bronton, T.",https://pleiades.stoa.org/places/609578,temple-2,40.005982,29.917248,precise,
"Zeus Sabazios, T.",https://pleiades.stoa.org/places/609590,temple-2,38.985349,28.855685,precise,
"Zeus Kersoullos, T.",https://pleiades.stoa.org/places/609586,sanctuary,39.874255,29.20155,precise,
"Zeus Melenos, T.",https://pleiades.stoa.org/places/609587,temple-2,39.648797,30.659554,precise,
Tatarlı,https://pleiades.stoa.org/places/609544,tumulus,38.24184,30.495533,precise,
"Potamos, T.",https://pleiades.stoa.org/places/609509,temple-2,39.686107,31.171128,precise,
"Zeus Orkamaneites, T.",https://pleiades.stoa.org/places/609588,sanctuary,38.714726,29.747816,precise,
"Zeus ek Didymon Dryon?, T.",https://pleiades.stoa.org/places/609584,sanctuary,38.640404,28.586062,precise,
"Zeus Thimenos, T.",https://pleiades.stoa.org/places/609592,temple-2,39.403473,28.573658,precise,
Tekmoreioi,https://pleiades.stoa.org/places/609547,temple,38.432562,31.004776,precise,
"Zeus Keraunios? , T.",https://pleiades.stoa.org/places/609585,sanctuary,38.666587,28.715181,precise,
Yazılıkaya (Eskişehir),https://pleiades.stoa.org/places/609570,sanctuary,39.2002244,30.7135629,precise,
"Zeus Pandemos, T.",https://pleiades.stoa.org/places/609589,temple-2,39.513439,28.85623,precise,
"Zeus Bronton 3, T.",https://pleiades.stoa.org/places/609582,temple-2,39.568609,30.440268,precise,
"Zeus Bennios, Soter, T.",https://pleiades.stoa.org/places/609577,temple-2,38.949541,30.059883,precise,
"Zeus Bronton Megas, T.",https://pleiades.stoa.org/places/609583,sanctuary,39.536589,30.595738,precise,
Basilica at Aspendos,https://pleiades.stoa.org/places/600985975,basilica,36.9402861,31.1696896,precise,
"Zeus Melosios, T.",https://pleiades.stoa.org/places/600002,sanctuary,37.047029,25.518719,precise,
Basilica of Carsulae,https://pleiades.stoa.org/places/600795755,basilica,42.6394761,12.5577996,precise,
Necropolis of Porta Nola,https://pleiades.stoa.org/places/600118250,cemetery,40.7540795,14.4908699,precise,
Alto do Colaride,https://pleiades.stoa.org/places/607327123,cemetery,38.7649952,-9.2897232,precise,
Daphni Monastery,https://pleiades.stoa.org/places/606653928,monastery,38.01305884000150,23.63588271796600,precise,
Vigna Pia necropolis,https://pleiades.stoa.org/places/606859979,cemetery,41.8644284,12.4597661,precise,
Untitled,https://pleiades.stoa.org/places/601738,cemetery,37.25,25.25,rough,
Untitled,https://pleiades.stoa.org/places/601739,cemetery,36.414641,25.345147,precise,
Unnamed cemetery,https://pleiades.stoa.org/places/601742,cemetery,36.75,27.25,rough,
Untitled,https://pleiades.stoa.org/places/601741,cemetery,36.75,27.25,rough,
Untitled,https://pleiades.stoa.org/places/601740,cemetery,36.75,27.25,rough,
Untitled,https://pleiades.stoa.org/places/601737,cemetery,37.25,25.25,rough,
Tas-Silġ,https://pleiades.stoa.org/places/601235773,sanctuary,35.843994076944300,14.553632180253200,precise,
"Temple of Hera I (the ""Basilica"")",https://pleiades.stoa.org/places/608476833,temple-2,40.419268250000000,15.0054008,precise,
Tomb of the Nasonii,https://pleiades.stoa.org/places/608272037,tomb,41.959928308044000,12.485297658983900,precise,
Temple of Athena Apaturia,https://pleiades.stoa.org/places/603144223,temple-2,,,rough,
Osireion,https://pleiades.stoa.org/places/602634774,temple-2,26.1840536,31.9181675,precise,
Crocodile Necropolis,https://pleiades.stoa.org/places/602847770,cemetery,27.417083,31.214245,precise,
Shiveet khaĭrkhany,https://pleiades.stoa.org/places/605745021,cemetery,49.0747887,88.213107,precise,
"Temple of Roma and Augustus, Leptis Magna",https://pleiades.stoa.org/places/676148653,temple-2,32.639576090362200,14.294857584803800,precise,
Capitolium of Terracina,https://pleiades.stoa.org/places/676148654,temple-2,41.292175571707300,13.248659968336300,precise,
Altar of the Twelve Gods,https://pleiades.stoa.org/places/676120270,shrine,37.975791079548600,23.722756308031900,precise,
Ain Hersha,https://pleiades.stoa.org/places/678007,temple,33.458366,35.786843,precise,
Aqaba,https://pleiades.stoa.org/places/678026,temple,33.504357,35.832019,precise,
"Balmarcodes, T.",https://pleiades.stoa.org/places/678047,temple-2,33.857076,35.59002,precise,
Qalaat Faqra,https://pleiades.stoa.org/places/678039,sanctuary,33.997984018439500,35.80806024742860,precise,
"Apollo, T.",https://pleiades.stoa.org/places/678024,temple-2,34.003887,36.029125,precise,
Basilica Constantini,https://pleiades.stoa.org/places/678676209,basilica,41.89182976102890,12.488302107317100,precise,
Harran el-Awamid,https://pleiades.stoa.org/places/678174,temple-2,33.448933,36.52955,precise,
Furzol,https://pleiades.stoa.org/places/678135,temple,33.870128,35.939212,precise,
'Evron,https://pleiades.stoa.org/places/678133,church,32.987068,35.096787,precise,
Horvat 'Erav,https://pleiades.stoa.org/places/678186,church,33.083324,35.219235,precise,
Garizein (mountain),https://pleiades.stoa.org/places/678147,church-2,32.20081505,35.27325505,precise,
Husn Niha,https://pleiades.stoa.org/places/678192,sanctuary,33.900275950000000,35.96096595,precise,
Hibbariye,https://pleiades.stoa.org/places/678182,temple,33.368665,35.70276,precise,
Thekoa,https://pleiades.stoa.org/places/678426,church,32.967718,35.432983,precise,
Zekweh,https://pleiades.stoa.org/places/678455,temple-2,33.71220754744200,35.90185083922030,precise,
Qafr Zebad,https://pleiades.stoa.org/places/678343,temple-2,33.784832,35.997329,precise,
Nebi Safa,https://pleiades.stoa.org/places/678302,temple,33.501236,35.753721,precise,
Qasr Nemrud,https://pleiades.stoa.org/places/678349,temple-2,33.8393094,36.3144568,precise,
Qasr Neba,https://pleiades.stoa.org/places/678348,temple-2,33.913373517209300,35.99050799412370,precise,
Khirbet Jedora,https://pleiades.stoa.org/places/678246,church,32.512,35.268975,precise,
Meroth,https://pleiades.stoa.org/places/678285,church,33.026359,35.527386,precise,
Merjiyat,https://pleiades.stoa.org/places/678283,sanctuary,33.646317,35.481243,precise,
Khirbet el-Knese,https://pleiades.stoa.org/places/678242,temple,33.584084,35.920233,precise,
Rouweyha,https://pleiades.stoa.org/places/674925422,tomb,35.74084733332500,36.69929044445,precise,
Queen's pyramid,https://pleiades.stoa.org/places/674361719,pyramid,29.9717436,31.1282137,precise,
Shrine of Venus Cloacina,https://pleiades.stoa.org/places/674507252,shrine,41.89256663720770,12.485444107205200,precise,
Necropolis of Selva Miccia,https://pleiades.stoa.org/places/675780058,cemetery,42.5857978,11.5963923,precise,
Kordin III,https://pleiades.stoa.org/places/669962521,temple-2,35.87710277221450,14.508941213869000,precise,
Basilica of Lechaion,https://pleiades.stoa.org/places/660349527,church,37.9339993,22.8841798,precise,
Doric temple at Kaulonia,https://pleiades.stoa.org/places/66028350,temple-2,38.4455162,16.5784254,precise,
Deir Abu Matta,https://pleiades.stoa.org/places/667956220,monastery,25.63017222,28.91679722,precise,
Church of Mren,https://pleiades.stoa.org/places/661789084,church-2,40.24221395000000,43.6630402,precise,
Kato Phournos Tomb,https://pleiades.stoa.org/places/661894078,tomb,37.7313178557,22.7495982295,precise,
Blatades Monastery,https://pleiades.stoa.org/places/66861929,church,40.651722,22.971056,precise,
Amyun,https://pleiades.stoa.org/places/668186,sanctuary,34.299737,35.815881,precise,
Aphaka (Temple of Aphrodite Aphakitis),https://pleiades.stoa.org/places/668195,sanctuary,34.0661635,35.8885415,precise,
Yanuh,https://pleiades.stoa.org/places/668400,sanctuary,34.10276665000000,35.88484405,precise,
"Zacchaeus?, Mon.",https://pleiades.stoa.org/places/668402,church,35.978601,39.002571,precise,
Qalaa,https://pleiades.stoa.org/places/668343,sanctuary,34.444834,36.056059,precise,
Qadboun,https://pleiades.stoa.org/places/668342,temple,35.0999,36.24415,precise,
Maqam er-Rab,https://pleiades.stoa.org/places/668304,temple-2,34.60257754334980,36.25150233762880,precise,
Qasr el-Banat,https://pleiades.stoa.org/places/668344,temple-2,34.08740846987580,36.118013534021200,precise,
Qasr Naous,https://pleiades.stoa.org/places/668346,temple,34.284034,35.845487,precise,
Mashnaqa,https://pleiades.stoa.org/places/668311,sanctuary,34.0901611,35.7704529,precise,
Yammune,https://pleiades.stoa.org/places/668399,sanctuary,34.148,36.036762,precise,
Husn Sfiri,https://pleiades.stoa.org/places/668267,temple,34.402812,36.069423,precise,
Barlaamus,https://pleiades.stoa.org/places/668211,church,35.961304,35.991611,precise,
Khirbet el-Bilaas,https://pleiades.stoa.org/places/668285,temple,34.967607,37.6605785,precise,
Bziza,https://pleiades.stoa.org/places/668217,temple,34.274293,35.830033,precise,
Hermel,https://pleiades.stoa.org/places/668264,temple,34.379903,36.422188,precise,
Khirbet Semrin,https://pleiades.stoa.org/places/668287,temple,34.943692,37.99798,precise,
Baitokaike,https://pleiades.stoa.org/places/668205,sanctuary,34.930778289913200,36.24533942647860,precise,
Eremo di San Michele (Coli),https://pleiades.stoa.org/places/664572982,sanctuary,44.7338787,9.4128938,precise,
Eremo di San Michele Arcangelo,https://pleiades.stoa.org/places/664572981,church,41.3068971,13.6360038,precise,
Church of Saint Panteleimon,https://pleiades.stoa.org/places/664535672,church,40.6331,22.9512,precise,
Temple of Artemis at Sardis,https://pleiades.stoa.org/places/66376536,temple-2,38.479765061426700,28.03117478470280,precise,
Temple of Venus,https://pleiades.stoa.org/places/663121962,temple-2,40.7484237,14.4837195,precise,
Koustilya,https://pleiades.stoa.org/places/663802751,church-2,33.95920120983920,8.187619967265240,precise,
Ekišnugal,https://pleiades.stoa.org/places/663286875,temple-2,30.962275999139600,46.10431589941470,precise,
San Marcello al Corso,https://pleiades.stoa.org/places/662909765,church-2,41.89868108377450,12.481991163159000,precise,
Bronze Age Cemetery at Mursia,https://pleiades.stoa.org/places/662780948,cemetery,36.8079328,11.9316496,rough,
[Hagios Prokopios],https://pleiades.stoa.org/places/619170,church,38.655368,34.73448,precise,
Domus de Janas on Monte Crobu ,https://pleiades.stoa.org/places/619378807,tomb,39.139456,8.527772,precise,
Via Ostiensis necropolis,https://pleiades.stoa.org/places/617979990,cemetery,41.757571,12.2965651,precise,
Basilica of St. Francis of Assisi ,https://pleiades.stoa.org/places/617667451,church-2,43.07482184559090,12.605703271874800,precise,
Santa Maria Sopra Minerva,https://pleiades.stoa.org/places/617667450,temple-2,43.0712617,12.6148196,precise,
Temple of Khnum at Esna,https://pleiades.stoa.org/places/617165853,temple-2,25.293425650000000,32.55621905,precise,
Santo Stefano al Monte Celio,https://pleiades.stoa.org/places/617891723,church-2,41.8846968052753,12.496698169596100,precise,
Sorna Roman Villa and Church,https://pleiades.stoa.org/places/617582458,church-2,45.2022018,13.5892,precise,
Tomb of the Arati,https://pleiades.stoa.org/places/611508454,tomb,42.3427048,12.45531,precise,
Nymphaeum of Egeria,https://pleiades.stoa.org/places/618525986,shrine,41.8591614,12.5242822,precise,
Alto da Vigia,https://pleiades.stoa.org/places/614803679,sanctuary,38.8242125,-9.472854,precise,
Tomb of Puimre at Thebes,https://pleiades.stoa.org/places/613478147,tomb,25.733628830114700,32.61345812942790,precise,
Ikh Khatuu,https://pleiades.stoa.org/places/615682995,cemetery,49.70472,89.914442,precise,
Pachia Ammos Minoan Cemetery,https://pleiades.stoa.org/places/615682996,cemetery,35.1095186,25.8041785,precise,
Preah Ko,https://pleiades.stoa.org/places/615575177,temple-2,13.344314108468600,103.97123915216700,precise,
Hyrkania/Kastellion,https://pleiades.stoa.org/places/687923,church,31.716392,35.383336,precise,
Khirbet ed Deir,https://pleiades.stoa.org/places/687943,monastery,31.5274162,35.2519258,precise,
Khirbet el Quneitira,https://pleiades.stoa.org/places/687944,church,31.46041,35.179875,precise,
Gerasimos,https://pleiades.stoa.org/places/687908,church,31.820158,35.501404,precise,
Megiste Laura Saba,https://pleiades.stoa.org/places/687969,church,31.7049404,35.3311461,precise,
Marisa,https://pleiades.stoa.org/places/687966,sanctuary,31.592963,34.898241,precise,
Martyrios,https://pleiades.stoa.org/places/687967,church,31.779123,35.300244,precise,
Choziba,https://pleiades.stoa.org/places/687876,monastery,31.8440757,35.4117778,precise,
Ashqelon/Ascalon,https://pleiades.stoa.org/places/687839,basilica,31.664797212162000,34.550521466715100,precise,
Deir el Qal'a,https://pleiades.stoa.org/places/687881,church,32.064852,35.051677,precise,
Chariton,https://pleiades.stoa.org/places/687874,church,31.65149,35.235938,precise,
Gallo-Roman temple at Vannes,https://pleiades.stoa.org/places/6875811,temple-2,47.6714454,-2.7502136,precise,
Kuntillat 'Ajrud,https://pleiades.stoa.org/places/686550284,sanctuary,30.193056,34.421111,precise,
Temple of Asclepios,https://pleiades.stoa.org/places/681778040,sanctuary,35.2437694798605,23.785521305009700,precise,
Eightercua,https://pleiades.stoa.org/places/688902982,tomb,51.8149103,-10.1583765,precise,
Theoktistos,https://pleiades.stoa.org/places/688042,church,31.776175,35.385086,precise,
Theodosios,https://pleiades.stoa.org/places/688043,church,31.72126,35.282659,precise,
Makronissos tombs,https://pleiades.stoa.org/places/688701676,cemetery,34.9811402,33.9540083,precise,
Tomb of Publius Aelius Callistion,https://pleiades.stoa.org/places/684741498,tomb,41.92952903059810,12.522791295009600,precise,
Fatimid Cemetery in Aswan,https://pleiades.stoa.org/places/683591497,cemetery,24.077729364939700,32.89156600527360,precise,
Temple of Amada,https://pleiades.stoa.org/places/683591498,temple-2,22.73113925,32.262603900000000,precise,
Ishtar Temple at Mari,https://pleiades.stoa.org/places/682549108,temple-2,34.55126047621590,40.885940723085600,precise,
Odigitria tholos cemetery,https://pleiades.stoa.org/places/685778973,tomb,34.97530985444640,24.799943562753400,precise,
Basilica,https://pleiades.stoa.org/places/685696905,basilica,37.70700646860540,28.723128602666100,precise,
San Manno hypogeum,https://pleiades.stoa.org/places/685284437,tomb,43.1031606,12.3501724,precise,
Coemeterium Maius,https://pleiades.stoa.org/places/649091261,cemetery,,,rough,
Seila Pyramid,https://pleiades.stoa.org/places/640732795,pyramid,29.382582,31.053521,precise,
Necropoli del Poggino,https://pleiades.stoa.org/places/640409388,cemetery,43.4376286,11.3130252,precise,
Monte d'Accoddi,https://pleiades.stoa.org/places/647937672,sanctuary,40.790708,8.448867,precise,
Tabard Square Temple Complex,https://pleiades.stoa.org/places/646165662,temple-2,51.500468,-0.090677,precise,
Abusir Pharos tomb,https://pleiades.stoa.org/places/648980580,tomb,30.9479952,29.5234429,precise,
"S. Thekla, Mon.",https://pleiades.stoa.org/places/648782,church,36.350762,33.93133,precise,
Tagai,https://pleiades.stoa.org/places/648786,church,36.4191665,33.883689000000000,precise,
"Sannabadae, Mon.",https://pleiades.stoa.org/places/648762,church,37.423687,34.226992,precise,
Binbirkilise,https://pleiades.stoa.org/places/648587,church,37.4384689,33.1674148,precise,
Alahan,https://pleiades.stoa.org/places/648553,church,36.81369,33.367807,precise,
Bıçkıcı Kalesi,https://pleiades.stoa.org/places/648586,church,36.282346,32.28411,precise,
Skydra Hellenistic Temple,https://pleiades.stoa.org/places/648569776,temple-2,40.7613446,22.1452898,precise,
Gesher,https://pleiades.stoa.org/places/644616861,tomb,32.6030486,35.5557941,precise,
Etruscan acropolis at Volaterrae,https://pleiades.stoa.org/places/643029512,temple-2,43.4012921,10.8612858,precise,
Khorsabad ziggurat,https://pleiades.stoa.org/places/643754200,temple-2,36.509561,43.227462,precise,
Temple of Zeus Lepsinos at Euromus,https://pleiades.stoa.org/places/642990135,sanctuary,37.3740950820056,27.67515941384400,precise,
Carranque,https://pleiades.stoa.org/places/642983159,tomb,40.186632075,-3.9566924750000000,precise,
templum divi Claudii,https://pleiades.stoa.org/places/645216382,temple-2,41.887594,12.493367,precise,
Tomba della Vaschetta,https://pleiades.stoa.org/places/645244985,tomb,41.8659574,12.4615468,precise,
Tawern Roman temple complex,https://pleiades.stoa.org/places/645513764,sanctuary,49.664408,6.509593,precise,
"Belvedere Temple, Orvieto",https://pleiades.stoa.org/places/639959859,temple-2,42.7225286,12.1198882,precise,
"Roma et Augustus, T.",https://pleiades.stoa.org/places/639083,sanctuary,37.520416,30.138833,precise,
"S. Zion, Mon./Pharroa",https://pleiades.stoa.org/places/639092,church,36.351912,29.9375115,precise,
Temple of Apollo Pythios,https://pleiades.stoa.org/places/630398334,temple-2,36.439992,28.21066,precise,
Temple of Artemis (Corfu),https://pleiades.stoa.org/places/630250253,sanctuary,39.607120075863800,19.918084781074300,precise,
Temple of Aphrodite (Thessalonica),https://pleiades.stoa.org/places/630598189,temple-2,40.6403634,22.9406241,precise,
Church of Saint Sophia,https://pleiades.stoa.org/places/637342541,church-2,42.659109899443300,27.736070539628200,precise,
Mausoleum of Clesippus Geganius,https://pleiades.stoa.org/places/636076369,tomb,41.386201050000000,13.101596900000000,precise,
Haut Bécherel,https://pleiades.stoa.org/places/636775194,sanctuary,48.4720398,-2.1457353,precise,
Kudachurt,https://pleiades.stoa.org/places/63672748,cemetery,43.32347,43.64811,precise,
Parco archeologico Griso-Laboccetta,https://pleiades.stoa.org/places/631805559,sanctuary,38.1110546,15.6490346,precise,
Saint-Guilhem-le-Désert,https://pleiades.stoa.org/places/631410030,abbey,43.7337865,3.5494404,precise,
"Saint Simeon Monastery (Aswan, Egypt)",https://pleiades.stoa.org/places/631488785,monastery,24.094729971981800,32.87573428817280,precise,
"Men Karou, T.",https://pleiades.stoa.org/places/638994,sanctuary,37.915011,28.941208,precise,
Letoon,https://pleiades.stoa.org/places/638958,sanctuary,36.33171046743070,29.289564791223300,precise,
Kızılbel,https://pleiades.stoa.org/places/638924,tumulus,36.731977,29.867485,precise,
"Apollo, T.",https://pleiades.stoa.org/places/638754,sanctuary,37.463994,30.91288,precise,
Karaburun,https://pleiades.stoa.org/places/638896,tumulus,36.779535,29.995618,precise,
Hephaistion,https://pleiades.stoa.org/places/638856,temple,36.446284,30.462478,precise,
"Eurymedon, T.",https://pleiades.stoa.org/places/638837,sanctuary,37.823352,31.127989,precise,
Tophet of Carthage,https://pleiades.stoa.org/places/634585139,cemetery,36.8409911,10.3230409,precise,
Verbovskiĭ Mogil'nik,https://pleiades.stoa.org/places/633771263,tumulus,45.069464,41.908704,precise,
"Sol et Luna, Aedes",https://pleiades.stoa.org/places/632131243,temple-2,,,rough,
"Paleochristian Church, Lin",https://pleiades.stoa.org/places/63235269,church,41.065874821808200,20.644804309094500,precise,
Temple B,https://pleiades.stoa.org/places/635795593,temple-2,41.89536860801970,12.47685790433770,precise,
Tomb of Aulus Hirtius,https://pleiades.stoa.org/places/635776701,tomb,41.896631,12.471623,precise,
Tumulus of Avennes,https://pleiades.stoa.org/places/635557876,tumulus,50.634817,5.128042,precise,
Tumulus of Avernas,https://pleiades.stoa.org/places/635557877,tumulus,50.7014676,5.0712833,precise,
Satıköy,https://pleiades.stoa.org/places/629072,church,38.185306,35.764261,precise,
Phlabianai,https://pleiades.stoa.org/places/629055,monastery,38.645678000000000,35.593749,precise,
Tödürge,https://pleiades.stoa.org/places/629096,cemetery,39.86676,37.597822,precise,
Tavra,https://pleiades.stoa.org/places/629094,cemetery,39.784701,36.987395,precise,
Mausoleum of M. Coelius Vinicianus,https://pleiades.stoa.org/places/629655495,tomb,41.797202,12.7008726,precise,
Sultanahmet Camii,https://pleiades.stoa.org/places/629429885,mosque,41.0052619,28.9768725,precise,
Basilica Ulpia,https://pleiades.stoa.org/places/629324739,basilica,41.89553519881950,12.484566204870000,precise,
Aphrodite sanctuary at Lokroi Epizephyrioi,https://pleiades.stoa.org/places/629225363,sanctuary,38.2111226,16.237691,precise,
Amphissa Tholos,https://pleiades.stoa.org/places/629588005,tomb,38.51301916818170,22.401741369174300,precise,
"Temple of Janus, Autun",https://pleiades.stoa.org/places/620190392,temple-2,46.96122130000000,4.2885109000000000,precise,
Temple of Trajan at Italica,https://pleiades.stoa.org/places/627230788,temple-2,37.4403044,-6.044551,precise,
Basilica of Santa Pudenziana,https://pleiades.stoa.org/places/626333929,church-2,41.89844679461880,12.495425127301300,precise,
"Hathor Temple, Timna Valley",https://pleiades.stoa.org/places/621938445,temple-2,29.7679517,34.9563847,precise,
Ġgantija,https://pleiades.stoa.org/places/62131047,sanctuary,36.0486137570562,14.268979693297400,precise,
Gökkaya,https://pleiades.stoa.org/places/628983,cemetery,40.037653,36.836075,precise,
Aşağı Kızıl Çevrek,https://pleiades.stoa.org/places/628938,cemetery,38.83787,36.585664,precise,
Ninurta temple (Kalhu),https://pleiades.stoa.org/places/62810658,temple-2,36.100585,43.327127,precise,
Kalhu ziggurat,https://pleiades.stoa.org/places/62810657,temple-2,36.101024,43.32701,precise,
"Church of the Saviour, Thessaloniki",https://pleiades.stoa.org/places/628342669,church-2,40.63209631819010,22.950881547151000,precise,
Mut el-Kharab,https://pleiades.stoa.org/places/624813669,sanctuary,25.485236,28.968881,precise,
Torrione di Micara,https://pleiades.stoa.org/places/622154841,tomb,41.80851910491070,12.655267503998000,precise,
Santa Maria dell'Orto,https://pleiades.stoa.org/places/625199888,church-2,41.88679377111930,12.47466209061550,precise,
"Temple of Olympian Zeus, Syracuse",https://pleiades.stoa.org/places/659771156,sanctuary,37.05149175496770,15.257031735550800,precise,
City Eleusinion at Athens,https://pleiades.stoa.org/places/650003009,sanctuary,37.973311242573000,23.724921547182800,precise,
Kral Kaya Mezarları,https://pleiades.stoa.org/places/650870018,tomb,40.653462,35.8306128,precise,
