Object ID,Name,place type,Analysis,Information,Entity type,Pleiades,[Location] Long,[Location] Lat,In - Object ID,In - Name,Pleiades,In - [Location] Geometry,Near - Object ID,Near - Name,Pleiades,Near - [Location] Geometry,Alt. name for - Object ID,Name,Pleiades,Alt. name for - [Location] Geometry
10126120,"🌍 Oresthasion (alt. Oresteion) alternative name for Oresteion, city in Arcadia",city,2,"alternative name for Oresteion, city in Arcadia",Place,,,,,,,,,,,,9358799,🌍 Oresteion (Arcadia) city in Arcadia,570536,"22.206506, 37.345994"
10113532,🌍 Pelasgia (alt. Arcadia) alternative name for Arcadia,site,3,alternative name for Arcadia,Place,,,,,,,,,,,,8228863,🌍 Arcadia region in the Peloponnese,570102,"22.170246015828, 37.618170124636"
9906413,🌍 Oichalia (Euboia) city in Euboia,city,11,city in Euboia,Place,540971,24.099827000000005,38.602679,8195202,🌍 Euboia (island) island near the Greek mainland,540775,"23.87, 38.53",,,,,,,,
9719438,🌍 Miletos (Crete) city on Crete,city,7,city on Crete,Place,589932,25.563637,35.316165,8188818,🌍 Crete (island) island in the Aegean,589748,"24.984579005240004, 35.219518451031",,,,,,,,
9719388,🌍 Enispe (Arcadia) unlocatable city in Arcadia,city,2,unlocatable city in Arcadia,Place,573203,22.170246015828,37.618170124636,,,,,8228863,🌍 Arcadia region in the Peloponnese,570102,"22.170246015828, 37.618170124636",,,,
9718707,🌍 Styra (Euboia) harbor on Euboia,harbor,2,harbor on Euboia,Place,541117,24.262039100000003,38.1459789,8195202,🌍 Euboia (island) island near the Greek mainland,540775,"23.87, 38.53",,,,,,,,
9718700,🌍 Histiaia (Euboia) city on Euboia,city,6,city on Euboia,Place,540817,23.090527,38.946604,8195202,🌍 Euboia (island) island near the Greek mainland,540775,"23.87, 38.53",,,,,,,,
9718699,🌍 Eretria (Euboia) city on Euboia,city,9,city on Euboia,Place,579925,23.7918065,38.399266,8195202,🌍 Euboia (island) island near the Greek mainland,540775,"23.87, 38.53",,,,,,,,
9713796,🌍 Enchele (Illyria) homeland of Encheleans in Illyria,region,3,homeland of Encheleans in Illyria,Place,481829,20.5,41.5,,,,,,,,,,,,
9651956,🌍 Haliartos (Boiotia) city in Boiotia,city,19,city in Boiotia,Place,540801,23.08660420241,38.378322906431,,,,,,,,,,,,
9651953,🌍 Thisbe (Boiotia) city in Boiotia,city,2,city in Boiotia,Place,541146,22.967793,38.260886666667,,,,,,,,,,,,
9651943,🌍 Erythrai (Boiotia) city in Boiotia,city,2,city in Boiotia,Place,540771,23.380269666667,38.233219666667,,,,,,,,,,,,
9619339,🌍 River Ilissos (Athens) river in Athens,river,6,river in Athens,Place,579959,23.6959733,37.9582581,8188815,🌍 Athens (Attica) city in Attica,579885,"23.726268222012, 37.972453602957",,,,,,,,
9619303,🌍 Daulia (Phocis) city in Phocis,city,13,city in Phocis,Place,540723,22.728857736845,38.507496880142,,,,,,,,,,,,
9619257,🏛️ the Olive Tree (Athens) on the Acropolis of Athens,site,12,on the Acropolis of Athens,Landmark,,,,9619261,🌍 the Sanctuary of Pandrosos at Athens on the Acropolis of Athens,,,,,,,,,,
9616070,🌍 Oinone (alt. Aigina) alternative name for Aigina,site,3,alternative name for Aigina,Place,,,,,,,,,,,,9587597,🌍 Aigina (island) island off Attica,579844,"23.430141, 37.7409397"
9615905,🌍 the Troad region around Troy,region,49,region around Troy,Place,550944,26.336943534764004,39.837051521823,,,,,,,,,,,,
9614020,🌍 the Garden of the Hesperides (unlocatable) unlocatable place where apples are guarded,site,30,unlocatable place where apples are guarded,Place,278614,,,,,,,,,,,,,,
9613867,🌍 Acarnania region in central Greece,region,25,region in central Greece,Place,530767,21.06285,38.763022,,,,,,,,,,,,
9613099,🌍 Plataia (Boiotia) city in Boiotia,city,9,city in Boiotia,Place,541063,23.271847333333,38.215730333333,,,,,,,,,,,,
9613044,🌍 Eleutherai (Attica/Boiotia) city on Boiotia - Attica border,city,9,city on Boiotia - Attica border,Place,540756,23.375621588248,38.179444556306,,,,,,,,,,,,
9612000,🌍 River Asopos (Boiotia) river in Boiotia,river,4,river in Boiotia,Place,540672,23.613263236015,38.292260643993,,,,,,,,,,,,
9611997,🌍 River Sangarios (Phrygia) river in Phrygia,river,6,river in Phrygia,Place,511406,30.59285065,40.99129035,,,,,,,,,,,,
9605463,🌍 Olympia (Elis) home of the Olympic Games,site,71,home of the Olympic Games,Place,570531,21.630874780357,37.638689420584,,,,,,,,,,,,
9587657,"🌍 Media region, homeland of the Medes",region,15,"region, homeland of the Medes",Place,903080,48.919331244335005,35.048241435751,,,,,,,,,,,,
9587579,🌍 the Ceraunian Mountains (N. Greece) mountain range in northern Greece,mountain,6,mountain range in northern Greece,Place,481785,19.5,40.5,,,,,,,,,,,,
8253972,"🌍 Delphi (Phocis) city and sanctuary in Phocis; for prophecies see ""the Oracle of Apollo (Delphi)""",sanctuary,167,"city and sanctuary in Phocis; for prophecies see ""the Oracle of Apollo (Delphi)""",Place,540726,22.501169,38.482289,,,,,,,,,,,,
8253961,🌍 Cadmeia (alt. Thebes) alternative name for Thebes or the Citadel of Thebes,site,6,alternative name for Thebes or the Citadel of Thebes,Place,,,,,,,,,,,,8253960,🌍 Thebes (Boiotia) city in Boiotia,541138,"23.317577, 38.319156"
8253953,🌍 Arabia region in south-eastern Aegean,region,11,region in south-eastern Aegean,Place,29475,,,,,,,,,,,,,,
8253940,🌍 Aigialeia (alt. Achaia) alternative name for Achaia,site,6,alternative name for Achaia,Place,,,,,,,,,,,,10082559,🌍 Achaia (Peloponnese) region in the northern Peloponnese,570028,"22.224585911364, 38.102121472776"
8194308,🌍 Sparta (Laconia) city in Laconia,city,279,city in Laconia,Place,570685,22.4272985,37.077905,,,,,,,,,,,,
8188811,🌍 the Rocks of Sceiron (Megarid),rocks,21,,Place,573517,23.25,37.75,,,,,8188813,🌍 the Megarid region in mainland Greece,570470,"23.25, 37.75",,,,
11308601,"🌍 Hyria (unlocatable, Boiotia) unlocatable toponym in Boiotia",site,9,unlocatable toponym in Boiotia,Place,,23.188078743333,38.345194763333,,,,,8195196,🌍 Boiotia region on the Greek mainland,540689,"23.188078743333, 38.345194763333",,,,
11308577,🏛️ the Tomb of Lycourgos (Lepreon),tomb,1,,Landmark,,21.7251305,37.4400321,10215556,🌍 Lepreon (Elis) city in Elis,570423,"21.7251305, 37.4400321",,,,,,,,
11308363,🏛️ the Tomb of Caucon (Lepreon),tomb,2,,Landmark,,21.7251305,37.4400321,10215556,🌍 Lepreon (Elis) city in Elis,570423,"21.7251305, 37.4400321",,,,,,,,
11307660,🌍 Oichalia (alt. Carnasion) alternative name for Carnasion,site,1,alternative name for Carnasion,Place,,,,,,,,,,,,9881175,🌍 Carnasion (Messenia) city in Messenia,570331,"21.948808, 37.266348"
11307556,"🌍 Oichalia (Thessaly) unlocatable city near Tricca, associated with the Tricca contingent",city,8,"unlocatable city near Tricca, associated with the Tricca contingent",Place,543810,21.782998,39.568904,,,,,8228902,🌍 Tricca (Thessaly) city in Thessaly,541163,"21.782998, 39.568904",,,,
11305946,🌍 Mount Alesion (Arcadia),mountain,1,,Place,570064,22.433686403254,37.642244431332,,,,,,,,,,,,
11305080,🏛️ the Cave at Tainaron (Tainaron) entrance to the Underworld,cave,12,entrance to the Underworld,Landmark,,22.486503682036,36.401358569666,8254015,"🌍 Tainaron (Laconia) city and sanctuary on the Southern most tip of the Peloponnese, sometimes identified as an entrance to the Underworld",570702,"22.486503682036, 36.401358569666",,,,,,,,
11289344,🏛️ the Stadium at Old Hermion (Argolid),stadium,2,,Landmark,,23.243591,37.385218,9055302,"🌍 Hermion (Argolid) city in southern Argolid encompassing also ""Old Hermion"",a Mycenaean city in ruins in the historical period",570292,"23.243591, 37.385218",,,,,,,,
11288852,"🌍 Old Las (Laconia) on Mount Asia, functioning in the mythic period",mountain,8,"on Mount Asia, functioning in the mythic period",Place,,22.498245,36.725537,,,,,9718762,"🌍 New Las (Laconia) city in Laconia, built in the historical period",570417,"22.498245, 36.725537",,,,
10774932,🏛️ the Grove of Poseidon (Onchestos) part of the sanctuary at Onchestos,sanctuary,6,part of the sanctuary at Onchestos,Landmark,,,,9610214,🌍 the Sanctuary of Poseidon at Onchestos,,,,,,,,,,
10774304,🌍 Lake Copais (Boiotia),lake,5,,Place,540715,23.068726,38.447092,,,,,8195196,🌍 Boiotia region on the Greek mainland,540689,"23.188078743333, 38.345194763333",,,,
10273416,🏛️ the Treasury of Hyrieus (Hyria) in Hyria,treasury,3,in Hyria,Landmark,,,,11308601,"🌍 Hyria (unlocatable, Boiotia) unlocatable toponym in Boiotia",,,,,,,,,,
10215584,🌍 River Anigros (Elis) river in Elis,river,10,river in Elis,Place,573093,21.25,37.75,,,,,8228866,🌍 Elis (region) region in the Peloponnese,570221,"21.25, 37.75",,,,
10214610,🏛️ the Tomb of Eurystheus (Megarid) in the Megarid,tomb,3,in the Megarid,Landmark,,23.25,37.75,,,,,8188813,🌍 the Megarid region in mainland Greece,570470,"23.25, 37.75",,,,
10194333,"🌍 Poseidonias (alt. Hypereia/Antheia/Troizen) alternative name for either Hypereia or nearby Antheia, later incorporated into Troizen",site,4,"alternative name for either Hypereia or nearby Antheia, later incorporated into Troizen",Place,,,,,,,,,,,,10194327,"🌍 Hypereia (Argolid) city in the Argolid, later incorporated into Troizen",573257,
10194333,"🌍 Poseidonias (alt. Hypereia/Antheia/Troizen) alternative name for either Hypereia or nearby Antheia, later incorporated into Troizen",site,4,"alternative name for either Hypereia or nearby Antheia, later incorporated into Troizen",Place,,,,,,,,,,,,10194010,"🌍 Antheia (Argolid) city in the Argolid, later incorporated into Troizen",570756,"23.362444, 37.496395"
10194333,"🌍 Poseidonias (alt. Hypereia/Antheia/Troizen) alternative name for either Hypereia or nearby Antheia, later incorporated into Troizen",site,4,"alternative name for either Hypereia or nearby Antheia, later incorporated into Troizen",Place,,,,,,,,,,,,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395"
10192049,🌍 Spring and River Amymone (Argolid) waterway in the Argolid,river,18,waterway in the Argolid,Place,573086,22.7183258,37.5512409,,,,,8253954,🌍 Lerna (Argolid) city in the Argolid,570424,"22.7183258, 37.5512409",,,,
10191984,🌍 Tanagra (Boiotia) city in Boiotia,city,19,city in Boiotia,Place,580114,23.581173,38.300198333333,,,,,,,,,,,,
10185336,🏛️ the Tomb of Danaos (Argos) in the agora at Argos,tomb,2,in the agora at Argos,Landmark,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10159696,"🏛️ the Spring of Macaria (Attica) in Tricorynthos, in the deme of Marathon",spring,3,"in Tricorynthos, in the deme of Marathon",Landmark,580018,24.003820000000005,38.15931,10764697,🌍 Tricorynthos (Attica) Attic deme,580125,"23.999932499999996, 38.1647105",,,,,,,,
10158799,🏛️ the Channel of the Aroanios (Arcadia) made by Heracles,site,3,made by Heracles,Landmark,,22.25,37.75,10158827,🌍 River Aroanios (Arcadia) river in Arcadia,570114,"22.25, 37.75",9719383,🌍 Pheneos (Arcadia) city in Arcadia,570595,"22.295238, 37.919454",,,,
10158629,🌍 Mount Chaon (Argolid) mountain in the Argolid,mountain,1,mountain in the Argolid,Place,570171,22.75,37.75,,,,,,,,,,,,
10157818,🌍 Aigialeia (alt. Sicyon) alternative name for Sicyon,site,3,alternative name for Sicyon,Place,,,,,,,,,,,,8194532,🌍 Sicyon (Argolid) city in the Argolid,570668,"22.712193310834, 37.983819217861"
10153196,"🌍 Gonoussa (Argolid) unlocated city in the Argolid, near Sicyon",city,1,"unlocated city in the Argolid, near Sicyon",Place,573235,22.712193310834,37.983819217861,,,,,8194532,🌍 Sicyon (Argolid) city in the Argolid,570668,"22.712193310834, 37.983819217861",,,,
10137076,🌍 Thalamai (Laconia/Messenia) city on the Laconian-Messenian border,city,3,city on the Laconian-Messenian border,Place,570715,22.325671,36.786208,,,,,,,,,,,,
10055562,"🌍 River Bephyras (Mt Olympos) river in Macedonia, upper reaches of the River Helicon on Mt Olympos",river,3,"river in Macedonia, upper reaches of the River Helicon on Mt Olympos",Place,,22.358611,40.085556,8253991,"🌍 Mount Olympos (N. Greece) mountain in northern Greece, home of the Olympian Gods",491677,"22.358611, 40.085556",,,,,,,,
9720491,🌍 River Titaressos (N. Greece) river in northern Greece,river,5,river in northern Greece,Place,541151,22.25,39.75,,,,,,,,,,,,
9719399,🌍 Hyrmine (Elis) city in Elis,city,4,city in Elis,Place,570305,21.135668,37.886492,,,,,,,,,,,,
9718742,🌍 Gonoessa (Argolid) unlocatable city in the Argolid,city,3,unlocatable city in the Argolid,Place,,22.893213598441,37.597560321264,,,,,9369036,🌍 the Argolid region in the Peloponnese,570104,"22.893213598441, 37.597560321264",,,,
9718737,🌍 Orneiai (Argolid) city in the Argolid,city,5,city in the Argolid,Place,570537,22.547276,37.717853,,,,,,,,,,,,
9688205,🌍 Hyampolis (Phocis) city in Phocis,city,7,city in Phocis,Place,540820,22.9187625,38.5946805,,,,,,,,,,,,
9688203,🌍 Panopeus (Phocis) city in Phocis,city,19,city in Phocis,Place,541008,22.794320600219,38.495291150315,,,,,,,,,,,,
9651939,"🌍 Graia (unlocatable, Boiotia) Homeric placename in Boiotia, variously located",site,7,"Homeric placename in Boiotia, variously located",Place,,23.188078743333,38.345194763333,,,,,8195196,🌍 Boiotia region on the Greek mainland,540689,"23.188078743333, 38.345194763333",,,,
9619251,"🏛️ the Spring of Poseidon (Athens) on the Acropolis of Athens, sometimes described as the ""Mark of the Trident""",spring,8,"on the Acropolis of Athens, sometimes described as the ""Mark of the Trident""",Landmark,,23.726166,37.971421,8188821,🌍 the Acropolis of Athens,638356144,"23.726166, 37.971421",,,,,,,,
9613030,🌍 Hyria (Boiotia) city near Aulis,city,5,city near Aulis,Place,540830,23.564791,38.456822,,,,,,,,,,,,
9587576,🌍 Corcyra (island) island in the Ionian Sea,sea,29,island in the Ionian Sea,Place,530835,19.866667,39.583333,,,,,,,,,,,,
9055302,"🌍 Hermion (Argolid) city in southern Argolid encompassing also ""Old Hermion"",a Mycenaean city in ruins in the historical period",city,15,"city in southern Argolid encompassing also ""Old Hermion"",a Mycenaean city in ruins in the historical period",Place,570292,23.243591,37.385218,,,,,,,,,,,,
11316359,🏛️ the Tombs of the Companions of Agamemnon (Mycenae),tomb,1,,Landmark,,22.7540710459,37.73003457114,8194382,🌍 Mycenae (Argolid) city in the Argolid,570491,"22.7540710459, 37.73003457114",,,,,,,,
11308187,🌍 Oinoe (Attic Tetrapolis) city and deme in NW Attica,deme,3,city and deme in NW Attica,Place,580039,23.944366,38.166994,11308182,"🌍 Tetrapolis (Attica) area in northeastern Attica that included the cities of Marathon, Probalinthos, Tricorythos, and Oenoe.",580117,"23.875, 38.125",,,,,,,,
11016600,🌍 Gryneion (Asia Minor) city in Asia Minor,city,2,city in Asia Minor,Place,550555,27.069173,38.874665,,,,,,,,,,,,
10272406,"🌍 Colonai (Troad) city in the Troad, described as ""on the outer Hellespontine Sea"" by Strabo to distinguish it from the homonymous city near Lampsacos",sea,12,"city in the Troad, described as ""on the outer Hellespontine Sea"" by Strabo to distinguish it from the homonymous city near Lampsacos",Place,550661,26.166435,39.677021,,,,,,,,,,,,
10269069,"🏛️ the Split Road (Phocis) in Phocis, where Oedipus kills Laios",road,7,"in Phocis, where Oedipus kills Laios",Landmark,,22.8395385,38.5380277,,,,,8195200,🌍 Phocis region on the Greek mainland,541048,"22.8395385, 38.5380277",,,,
10214556,🏛️ the Sceironian Road (Megarid) along Megarian coast,road,2,along Megarian coast,Landmark,,23.25,37.75,,,,,8188813,🌍 the Megarid region in mainland Greece,570470,"23.25, 37.75",,,,
10150670,🏛️ Aphetaid Road (Sparta) at Sparta,road,13,at Sparta,Landmark,,22.4272985,37.077905,8194308,🌍 Sparta (Laconia) city in Laconia,570685,"22.4272985, 37.077905",,,,,,,,
10149388,🏛️ Spring Stymphalos (Arcadia) spring and river in Arcadia,river,3,spring and river in Arcadia,Landmark,,22.457858,37.85818485,,,,,8253988,🌍 Stymphalos (Arcadia) city in Arcadia,570696,"22.457858, 37.85818485",,,,
10126128,🌍 Mount Agdistis (Asia Minor) mountain near Pessinous,mountain,1,mountain near Pessinous,Place,,30.714940000000002,39.198474,,,,,10272601,🌍 Pessinous (Phrygia) city in central Phrygia,609500,"31.583560622628003, 39.332881866782",,,,
8195625,🌍 Phrygia region in Anatolia,region,57,region in Anatolia,Place,609502,29.750000000000004,38.75,,,,,,,,,,,,
8195190,🌍 Lycia (SW Asia Minor) large region in south-west Asia Minor,region,58,large region in south-west Asia Minor,Place,638965,29.575135256437996,36.634120584318,,,,,,,,,,,,
11288834,"🌍 Cranae (Laconia) island off the coast of Gythion, identified with the Homeric placename",island,2,"island off the coast of Gythion, identified with the Homeric placename",Place,570379,22.5739681,36.754112,,,,,,,,,,,,
11015142,🌍 Alexandria (Egypt) city in Egypt,city,1,city in Egypt,Place,727070,29.909773,31.201435000000004,,,,,,,,,,,,
11003410,🌍 Steiria (Attica) deme of Attica,deme,1,deme of Attica,Place,580110,24.010734,37.898159,,,,,,,,,,,,
10956124,🌍 Psyttalea (Saronic Gulf) a small island off the east coast of Salamis,gulf,-,a small island off the east coast of Salamis,Place,580094,23.588389621692,37.940890667992,,,,,,,,,,,,
10906094,🌍 Aptera (Crete) city in Crete,city,1,city in Crete,Place,589704,24.1405648,35.4629885,8188818,🌍 Crete (island) island in the Aegean,589748,"24.984579005240004, 35.219518451031",,,,,,,,
10774934,🌍 Parion (Troad) city on the Hellespont,road,3,city on the Hellespont,Place,511354,27.070261705191,40.423698354591,,,,,,,,,,,,
10474088,🌍 River Ophis (Arcadia) river in Arcadia,river,1,river in Arcadia,Place,570534,22.25,37.75,,,,,,,,,,,,
10276492,🌍 River Crios (Achaia) river in Achaia,river,1,river in Achaia,Place,570384,22.547232340366,38.069278471866,,,,,,,,,,,,
10276460,🌍 Chaironeia (Boiotia) city in Boiotia,city,4,city in Boiotia,Place,540701,22.8414259,38.49396775,,,,,,,,,,,,
10274729,🌍 Ozolian Locris region of Northern Greece,region,8,region of Northern Greece,Place,540919,,,,,,,,,,,,,,
10274724,🌍 Cirrha (Phocis) town in Phocis,town,5,town in Phocis,Place,540868,22.450621,38.428937,,,,,,,,,,,,
10274697,🌍 Ambrossos (Phocis) city near Mount Parnassos,mountain,1,city near Mount Parnassos,Place,540626,22.66600655,38.4281283,,,,,,,,,,,,
10274694,🌍 Aigeira (Achaia) city in Achaia,city,4,city in Achaia,Place,570043,22.377887,38.1297925,,,,,,,,,,,,
10274687,🌍 Abai (Phocis) town in Phocis,town,4,town in Phocis,Place,540582,22.929852,38.5831615,,,,,,,,,,,,
10274664,🌍 Ceryneia (Achaia) city in Achaia,city,2,city in Achaia,Place,570354,22.143425,38.158659,,,,,,,,,,,,
10274655,🌍 Celainai (Phrygia) city in Phrygia,city,3,city in Phrygia,Place,638751,30.169066275,38.068301025,,,,,,,,,,,,
10274485,🌍 Drepanon (Achaia) promontory in Achaia,cape,2,promontory in Achaia,Place,570203,21.75,38.25,,,,,,,,,,,,
10274479,🌍 River Bolinaios (Achaia) river in Achaia,river,1,river in Achaia,Place,570157,21.859579956784,38.321574527349,,,,,,,,,,,,
10274478,🌍 Boline (Achaia) city in Achaia,city,2,city in Achaia,Place,573148,21.75,38.25,,,,,10274485,🌍 Drepanon (Achaia) promontory in Achaia,570203,"21.75, 38.25",,,,
